"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.977000000E-3,9.698645040E-2,-5.315586805E-2,2.702822810E-1,2.920349796E-1
1.394900000E-2,5.339183975E-2,-4.349670634E-2,2.795664901E-1,2.879237301E-1
2.392000001E-2,-9.498647424E-2,-8.588200316E-2,4.203849846E-1,4.394561230E-1
3.389200001E-2,-8.124062042E-2,-6.486184761E-2,4.905574197E-1,5.014515726E-1
4.386400001E-2,5.450186055E-2,-9.526722282E-3,4.404818648E-1,4.439431095E-1
5.383500000E-2,1.621104725E-1,3.598493457E-2,3.393875992E-1,3.778341744E-1
6.380700000E-2,2.235324032E-1,2.739420533E-4,2.684819233E-1,3.493556261E-1
7.377800001E-2,1.188208307E-1,3.747655928E-2,2.389757037E-3,1.246137763E-1
8.375000001E-2,5.194344423E-1,7.759664476E-2,-5.360318005E-2,5.279267753E-1
9.372200001E-2,4.273858559E-1,2.401653197E-1,-1.150749582E-1,5.035675691E-1
1.036930000E-1,3.819693260E-1,1.496608002E-1,-1.528614199E-1,4.377962252E-1
1.136650000E-1,4.678838177E-1,2.593943270E-1,-1.594494778E-1,5.582336605E-1
1.236360000E-1,6.045168022E-1,3.335883307E-1,-2.244003493E-1,7.260008645E-1
1.336080000E-1,6.323454557E-1,3.154398890E-1,-3.533437335E-1,7.900727137E-1
1.435800000E-1,6.593064554E-1,3.034441799E-1,-3.368493229E-1,8.001442612E-1
1.535510000E-1,4.160095131E-1,2.668857796E-1,-1.809917897E-1,5.263553575E-1
1.635230000E-1,1.996593728E-1,1.737038201E-1,-2.140870303E-1,3.403970312E-1
1.734950000E-1,2.894972549E-1,2.337414224E-1,-2.293985492E-1,4.371125800E-1
1.834660000E-1,2.235269214E-1,2.655343419E-1,-2.249558347E-1,4.136156415E-1
1.934380000E-1,4.429376862E-2,2.328665328E-1,-2.000654072E-1,3.101853110E-1
2.034090000E-1,1.419282321E-2,2.710079205E-1,-1.463341731E-1,3.083186978E-1
2.133810000E-1,8.562870909E-2,2.703376834E-1,-1.651855963E-1,3.281783359E-1
2.233530000E-1,2.163691986E-1,2.922523168E-1,-2.165709275E-1,4.232375378E-1
2.333240000E-1,4.118468438E-1,2.661136548E-1,-3.274306279E-1,5.896143792E-1
2.432960000E-1,6.630735972E-1,2.521613212E-1,-4.759195000E-1,8.542548201E-1
2.532670000E-1,9.788179799E-1,2.591889435E-1,-5.775025928E-1,1.165664099E0
2.632390000E-1,1.216981798E0,2.960132459E-1,-6.749622291E-1,1.422758781E0
2.732110000E-1,1.359978161E0,3.930286400E-1,-7.265112823E-1,1.591172760E0
2.831820000E-1,1.572413353E0,5.875881627E-1,-7.668038607E-1,1.845462479E0
2.931540000E-1,1.859191945E0,7.069083457E-1,-8.629601526E-1,2.168182262E0
3.031250000E-1,2.101034977E0,7.837920687E-1,-9.357550639E-1,2.429879734E0
3.130970000E-1,2.268312999E0,9.291450790E-1,-1.041125398E0,2.663174147E0
3.230690000E-1,2.334024009E0,1.036098986E0,-1.050611336E0,2.761331809E0
3.330400000E-1,2.230844918E0,1.246322907E0,-1.032506602E0,2.756095013E0
3.430120000E-1,2.198799692E0,1.438047261E0,-1.080045050E0,2.840633260E0
3.529830000E-1,2.307669731E0,1.591322956E0,-1.344793527E0,3.109038109E0
3.629550000E-1,2.282751821E0,1.694439919E0,-1.450176725E0,3.191409571E0
3.729270000E-1,1.576431706E0,1.788051942E0,-1.257466530E0,2.695086036E0
3.828980000E-1,7.913710834E-1,1.777012399E0,-1.239891554E0,2.306809988E0
3.928700000E-1,4.255856444E-1,1.792808652E0,-1.563102831E0,2.416314645E0
4.028410000E-1,3.310427454E-1,1.864138397E0,-1.985554222E0,2.743542752E0
4.128130000E-1,1.814858794E-1,2.012930886E0,-2.257474893E0,3.030019928E0
4.227850000E-1,-1.815545842E-1,1.950503965E0,-2.500279938E0,3.176291478E0
4.327560000E-1,-6.343065387E-1,1.943303265E0,-2.488570304E0,3.220520846E0
4.427280000E-1,-1.172295695E0,1.942046991E0,-2.213312627E0,3.169317986E0
4.526990000E-1,-1.519725262E0,2.003509998E0,-1.931141787E0,3.170634918E0
4.626710000E-1,-1.637244356E0,2.098025707E0,-2.150585452E0,3.421593011E0
4.726430000E-1,-1.245150540E0,2.065750977E0,-2.644334282E0,3.579138271E0
4.826140000E-1,-8.825740528E-1,2.077862315E0,-3.012291377E0,3.764352281E0
4.925860000E-1,-7.532242870E-1,2.017327407E0,-3.034170488E0,3.720638016E0
5.025566250E-1,-8.699399740E-1,1.914393754E0,-2.865330967E0,3.554127256E0
5.125286250E-1,-9.061880332E-1,1.863134138E0,-2.750478787E0,3.443483574E0
5.225006250E-1,-6.501554167E-1,1.857800892E0,-2.924241664E0,3.524956104E0
5.324716250E-1,6.455092192E-2,1.734903383E0,-3.498680901E0,3.905742518E0
5.424436250E-1,7.931367964E-1,1.652193494E0,-3.796981285E0,4.216144708E0
5.524146250E-1,7.988243830E-1,1.573171737E0,-3.599222605E0,4.008415281E0
5.623866250E-1,6.057586777E-1,1.608213077E0,-3.383111853E0,3.794566996E0
5.723586250E-1,8.068134338E-1,1.392598900E0,-3.616860731E0,3.958782787E0
5.823296250E-1,1.036627135E0,1.171037812E0,-3.631405680E0,3.953862995E0
5.923016250E-1,8.023204333E-1,9.743585278E-1,-3.345512502E0,3.575688258E0
6.022726250E-1,3.898017079E-1,6.416202360E-1,-2.934458504E0,3.028971544E0
6.122446250E-1,-5.524741709E-2,9.661559075E-2,-2.760796492E0,2.763038928E0
6.222166250E-1,-3.029734790E-1,-1.111622939E-1,-2.578285303E0,2.598404335E0
6.321876250E-1,-2.680767113E-1,-1.485923678E-2,-2.230029086E0,2.246133487E0
6.421596250E-1,-4.182571828E-1,7.021950513E-2,-1.866302013E0,1.913884284E0
6.521306250E-1,-5.854296631E-1,9.694040358E-2,-1.806500199E0,1.901464778E0
6.621026250E-1,-6.704908633E-1,-1.246436343E-1,-2.034312984E0,2.145582287E0
6.720746250E-1,-8.592927790E-1,-8.285925579E-1,-2.251580315E0,2.548443372E0
6.820456250E-1,-1.021607977E0,-1.239876644E0,-2.176683476E0,2.705351715E0
6.920176250E-1,-1.344030465E0,-1.427218802E0,-2.148784802E0,2.908719224E0
7.019896250E-1,-1.408306568E0,-1.992531412E0,-2.260225715E0,3.325977916E0
7.119606250E-1,-1.647548904E0,-2.570055347E0,-2.210188460E0,3.768890408E0
7.219326250E-1,-2.005489134E0,-3.053800468E0,-2.043907972E0,4.186316252E0
7.319036250E-1,-1.519960905E0,-2.972097031E0,-1.757097951E0,3.772404423E0
7.418756250E-1,-6.704762453E-1,-2.870499905E0,-1.651709491E0,3.378972084E0
7.518476250E-1,-4.147149396E-1,-3.082877210E0,-1.608973653E0,3.502130293E0
7.618186250E-1,-8.517270666E-1,-3.610478495E0,-1.504740602E0,4.003153537E0
7.717906250E-1,-1.109302763E0,-4.017187719E0,-1.372079558E0,4.387590695E0
7.817616250E-1,-8.286527842E-1,-3.984971607E0,-1.224444965E0,4.250403465E0
