"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.582250004E-3,-2.570684507E-2,6.921012953E-2,1.407535905E-1,1.589416784E-1
1.655325001E-2,-1.628589892E-1,1.398111655E-1,1.574263412E-1,2.661827667E-1
2.652425000E-2,-1.750954574E-1,1.781282620E-1,1.493156683E-1,2.910038930E-1
3.649525001E-2,-1.508436189E-1,3.100415933E-1,1.133278102E-1,3.629363298E-1
4.646625000E-2,-1.403670895E-1,3.967787518E-1,1.040845317E-1,4.335549416E-1
5.643625000E-2,-1.165314265E-1,3.619917655E-1,1.607680249E-1,4.128728248E-1
6.640725001E-2,-4.895975992E-2,3.144043471E-1,1.648417801E-1,3.583573133E-1
7.637825000E-2,5.512038633E-2,3.943970346E-1,1.142259425E-1,4.142883584E-1
8.634925001E-2,8.249741547E-2,4.971144873E-1,7.898185015E-2,5.100654563E-1
9.632025000E-2,3.732380077E-2,4.745356102E-1,1.071227449E-1,4.879061323E-1
1.062912500E-1,2.101182327E-2,5.564577328E-1,1.856970441E-1,5.870009346E-1
1.162622500E-1,-5.181846365E-2,5.739621037E-1,1.733424622E-1,6.018016774E-1
1.262322500E-1,8.904169232E-2,5.413961823E-1,7.793169022E-2,5.541765040E-1
1.362032500E-1,3.288349830E-1,5.151125094E-1,1.486987871E-1,6.289552231E-1
1.461742500E-1,3.550351869E-1,3.635686134E-1,2.146781838E-1,5.516510157E-1
1.561452500E-1,5.272868510E-1,2.365366839E-1,2.208996212E-1,6.186902849E-1
1.661162500E-1,6.664279255E-1,3.279501531E-1,1.389924091E-1,7.556430193E-1
1.760872500E-1,6.869148150E-1,2.721099745E-1,1.322108084E-1,7.505834392E-1
1.860572500E-1,6.571959029E-1,3.295169145E-1,1.633121485E-1,7.530994022E-1
1.960282500E-1,7.065064958E-1,3.857902256E-1,1.691897696E-1,8.225634959E-1
2.059992500E-1,8.622703274E-1,3.609866291E-1,1.044920826E-1,9.406062190E-1
2.159702500E-1,9.902318180E-1,3.135179092E-1,7.298026800E-2,1.041238999E0
2.259412500E-1,1.141950984E0,1.997148666E-1,7.714874804E-2,1.161847670E0
2.359122500E-1,1.382979792E0,1.906945132E-1,3.304612398E-2,1.396456067E0
2.458832500E-1,1.825628781E0,2.910530528E-1,-4.081648886E-2,1.849134476E0
2.558532500E-1,2.276261850E0,4.151213211E-1,-7.584306479E-2,2.315047709E0
2.658242500E-1,2.653938333E0,6.207534237E-1,-4.871900082E-2,2.726003858E0
2.757944167E-1,3.128158633E0,8.220964475E-1,-3.797766566E-3,3.234383005E0
2.857654167E-1,3.592728102E0,9.852287941E-1,-2.804675460E-2,3.725474146E0
2.957364167E-1,4.001777382E0,1.281296565E0,-5.525267959E-2,4.202260816E0
3.057074167E-1,4.332786798E0,1.594883179E0,-8.313805103E-2,4.617748990E0
3.156784167E-1,4.641495227E0,1.951937117E0,-2.095133382E-1,5.039586519E0
3.256484167E-1,5.019416562E0,2.370870823E0,-2.565863478E-1,5.557104249E0
3.356194167E-1,5.242220621E0,2.697967575E0,-2.302814788E-1,5.900248777E0
3.455904167E-1,5.149619436E0,2.751296521E0,-7.837841749E-2,5.839037254E0
3.555614167E-1,4.765512039E0,2.590756829E0,5.572454989E-2,5.424502850E0
3.655324167E-1,4.205197337E0,2.382809960E0,8.911156654E-4,4.833370330E0
3.755034167E-1,3.721629679E0,2.301944868E0,-6.363524795E-3,4.376016241E0
3.854744167E-1,3.206855139E0,2.261163463E0,-6.920179725E-3,3.923879200E0
3.954444167E-1,2.614381335E0,2.173366204E0,-1.812478977E-1,3.404608820E0
4.054154167E-1,2.216708105E0,2.031639198E0,-3.612585247E-1,3.028507946E0
4.153864167E-1,1.505485245E0,1.701047712E0,-6.155685514E-1,2.353502450E0
4.253574167E-1,2.573564261E-1,1.395602468E0,-8.896345657E-1,1.674929324E0
4.353284167E-1,-8.986305070E-1,1.220351329E0,-1.079889514E0,1.860901802E0
4.452994167E-1,-1.908653980E0,1.190715009E0,-1.039353107E0,2.478107570E0
4.552694167E-1,-2.837580666E0,1.220830070E0,-1.004651636E0,3.248324954E0
4.652404167E-1,-3.507633573E0,1.425153273E0,-1.151731914E0,3.957403383E0
4.752114167E-1,-3.693395521E0,1.517545420E0,-1.525770113E0,4.274586415E0
4.851824167E-1,-3.331601976E0,1.575154527E0,-2.195127202E0,4.289436670E0
4.951534167E-1,-2.855059748E0,1.456041336E0,-2.790591856E0,4.249567677E0
5.051244167E-1,-2.574407430E0,1.154904760E0,-3.123790762E0,4.209447392E0
5.150954167E-1,-2.574594541E0,9.098399118E-1,-3.333144472E0,4.308851098E0
5.250654167E-1,-2.720230556E0,5.800386764E-1,-3.665916531E0,4.601634835E0
5.350364167E-1,-2.831178550E0,8.360699773E-2,-4.133458433E0,5.010792425E0
5.450074167E-1,-3.093244908E0,-4.314356375E-1,-4.445503867E0,5.432937088E0
5.549784167E-1,-3.789574617E0,-9.964526707E-1,-4.783020650E0,6.183128677E0
5.649494167E-1,-4.325952573E0,-1.502575671E0,-5.215160877E0,6.940425223E0
