"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.632041669E-3,3.087400762E-1,4.257445425E-2,-1.499167621E-1,3.458439740E-1
1.360304168E-2,6.739449598E-2,-1.109256643E-1,-4.152517140E-2,1.362749462E-1
2.357504168E-2,1.109695550E-2,-1.256733289E-1,1.129331231E-2,1.266667554E-1
3.354604167E-2,1.477461660E-1,1.120776024E-2,-4.811089039E-2,1.557857543E-1
4.351704167E-2,2.660063401E-1,7.853888702E-2,-1.815958071E-1,3.315188787E-1
5.348804167E-2,1.586814460E-1,8.073908463E-4,-1.387322080E-1,2.107773202E-1
6.346004167E-2,-3.732334396E-2,-4.319612291E-2,-1.087266362E-1,1.228023552E-1
7.343104167E-2,2.067604691E-2,1.471952487E-2,-1.474147385E-1,1.495836504E-1
8.340204168E-2,9.460864361E-2,1.257775190E-1,-1.646353734E-1,2.277621257E-1
9.337304167E-2,1.312441906E-1,1.442892921E-1,-1.641436225E-1,2.549265898E-1
1.033450417E-1,1.515441153E-1,1.621229344E-1,-1.451816869E-1,2.651927355E-1
1.133160417E-1,1.647629888E-1,1.957587866E-1,-2.205043495E-1,3.377728722E-1
1.232870417E-1,3.152506585E-1,2.295909226E-1,-2.357690907E-1,4.557214429E-1
1.332580417E-1,5.012682031E-1,2.349374339E-1,-1.436666733E-1,5.719313965E-1
1.432300417E-1,4.454664700E-1,1.693001358E-1,-7.040983200E-2,4.817265368E-1
1.532010417E-1,4.792887387E-1,1.338218990E-1,-6.825103998E-2,5.022790063E-1
1.631720417E-1,5.125405385E-1,1.382738594E-1,-5.625606179E-2,5.338372489E-1
1.731430417E-1,4.243172371E-1,8.032689247E-2,-3.949677229E-2,4.336559955E-1
1.831150417E-1,3.602480527E-1,3.837867502E-2,-4.820152223E-2,3.654790950E-1
1.930860417E-1,3.936591891E-1,1.022740875E-1,-5.779387951E-2,4.108134354E-1
2.030570417E-1,3.759526872E-1,1.488098476E-1,5.420368910E-3,4.043688591E-1
2.130280417E-1,2.835516964E-1,1.055331063E-1,1.100159472E-1,3.219352570E-1
2.230000417E-1,3.178691513E-1,5.595778070E-2,1.898000354E-1,3.744277286E-1
2.329710417E-1,3.817198326E-1,1.598500852E-2,1.683793455E-1,4.175130598E-1
2.429420417E-1,3.838215411E-1,1.382340252E-2,2.047168672E-1,4.352229976E-1
2.529130417E-1,3.729212348E-1,2.813650936E-2,2.082737285E-1,4.280652480E-1
2.628850417E-1,3.780428841E-1,3.618037775E-2,1.997098964E-1,4.290798116E-1
2.728560417E-1,4.123278869E-1,1.213921073E-1,1.624151856E-1,4.594877828E-1
2.828270417E-1,4.658158768E-1,1.849257598E-1,1.162987804E-1,5.144972051E-1
2.927980417E-1,4.715544804E-1,2.165809043E-1,6.285698354E-2,5.227063387E-1
3.027700417E-1,5.337252567E-1,2.940687909E-1,4.401140749E-2,6.109632619E-1
3.127410417E-1,6.299414460E-1,3.953929251E-1,-2.886419535E-2,7.443083584E-1
3.227120417E-1,7.282664703E-1,5.488837612E-1,-8.038225830E-2,9.154816997E-1
3.326830417E-1,7.834589235E-1,7.224534608E-1,-1.372031611E-1,1.074509933E0
3.426550417E-1,8.513199542E-1,9.026814580E-1,-1.646353734E-1,1.251672595E0
3.526260417E-1,1.079112931E0,1.145129823E0,-2.275473207E-1,1.589837983E0
3.625970417E-1,1.469925988E0,1.468711814E0,-2.955451763E-1,2.098843432E0
3.725680417E-1,2.070918600E0,1.757280531E0,-2.484768444E-1,2.727357596E0
3.825400417E-1,2.716424311E0,1.720702542E0,-4.783876097E-1,3.250943399E0
3.925110417E-1,3.863613231E0,1.772362254E0,-6.478814346E-1,4.299828545E0
4.024820417E-1,4.326235578E0,2.036997733E0,-5.599124140E-1,4.814475667E0
4.124530417E-1,4.262148925E0,2.105407525E0,-2.741396892E-1,4.761702098E0
4.224250417E-1,4.168860400E0,2.072346783E0,-2.129748899E-1,4.660405189E0
4.323960417E-1,4.333195519E0,2.148503551E0,-3.654603338E-1,4.850382683E0
4.423670417E-1,4.302607564E0,2.154279576E0,-7.280596250E-1,4.866561739E0
4.523380417E-1,4.039823168E0,2.118340104E0,-1.181773739E0,4.712125337E0
4.623131250E-1,3.752973386E0,2.253211395E0,-1.504923036E0,4.628883685E0
4.722841250E-1,3.399853601E0,2.217889389E0,-1.737945689E0,4.415709803E0
4.822551250E-1,2.927004181E0,2.218046241E0,-1.905680671E0,4.137475248E0
4.922261250E-1,2.242986662E0,2.177788745E0,-2.034309475E0,3.729901879E0
5.021971250E-1,1.522062979E0,2.075589941E0,-2.265817115E0,3.429092666E0
