"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.612708333E-3,-5.977716370E-1,3.798357135E-1,-9.364783645E-2,7.144060585E-1
1.458370834E-2,-8.185017986E-1,2.594460748E-1,-3.592353880E-2,8.593881316E-1
2.455570834E-2,-9.662513633E-1,3.050001971E-1,-5.691270411E-2,1.014842783E0
3.452670835E-2,-8.587209213E-1,3.737065159E-1,-6.383522272E-2,9.386869107E-1
4.449870835E-2,-7.012068719E-1,3.681672292E-1,-3.812618494E-2,7.929008714E-1
5.446970834E-2,-5.419917212E-1,3.521297785E-1,9.120077670E-2,6.527388363E-1
6.444170834E-2,-3.219452088E-1,4.345833398E-1,2.576885480E-1,5.990949712E-1
7.441270835E-2,-3.890103238E-2,4.714308118E-1,1.512037343E-1,4.966113872E-1
8.438470835E-2,2.028320721E-1,5.591435782E-1,6.628403664E-2,5.984780397E-1
9.435570834E-2,2.388011095E-1,4.863152647E-1,4.786589205E-2,5.438930503E-1
1.043277083E-1,5.602009740E-1,9.607231133E-2,-8.452325642E-2,5.746296209E-1
1.142987083E-1,5.942510284E-1,3.666959967E-1,-1.618544376E-1,7.167964130E-1
1.242707083E-1,8.835366507E-1,2.962449418E-1,-2.839115560E-2,9.323111800E-1
1.342417083E-1,9.613915962E-1,2.086793791E-1,-1.284808695E-1,9.921331656E-1
1.442137083E-1,8.350961235E-1,2.395228569E-1,1.396607459E-2,8.688796152E-1
1.541847083E-1,5.959804886E-1,1.735395864E-1,8.382451415E-2,6.263667297E-1
1.641567083E-1,3.390856271E-1,7.800090663E-2,-4.596730113E-2,3.509646659E-1
1.741277083E-1,2.225713037E-1,2.366996750E-2,-1.441812283E-1,2.662451486E-1
1.840997083E-1,1.139224720E-1,2.290990256E-2,-1.346245390E-1,1.778397025E-1
1.940707083E-1,-6.421665304E-2,5.304740220E-3,-4.889207840E-2,8.088482013E-2
2.040427083E-1,-1.640382995E-1,-6.392124988E-2,-4.307175994E-2,1.812447693E-1
2.140137083E-1,-6.843413092E-2,-4.594983257E-2,-8.297257483E-2,1.169575374E-1
2.239857083E-1,-6.746941343E-2,-5.722231418E-2,-1.217080396E-1,1.504638226E-1
2.339567083E-1,-6.652441202E-2,-5.186107524E-2,-1.972026104E-1,2.144852863E-1
2.439287083E-1,3.575850571E-2,-3.541366160E-2,-2.422741181E-1,2.474460475E-1
2.538997083E-1,-6.562550539E-3,-3.318579935E-2,-1.794147956E-1,1.825761026E-1
2.638717083E-1,-2.068113764E-1,-1.230445670E-1,-5.000421882E-2,2.457871697E-1
2.738427083E-1,-3.768033109E-1,-7.671678498E-2,5.010596037E-2,3.877844859E-1
2.838147083E-1,-3.307601787E-1,8.817601204E-4,1.500886703E-1,3.632212580E-1
2.937857083E-1,-2.755736275E-1,-5.196566731E-2,1.864139128E-1,3.367363978E-1
3.037567083E-1,-2.603139478E-1,-6.611373648E-2,2.213153583E-1,3.480156108E-1
3.137287083E-1,-1.602784668E-1,-3.368712500E-2,2.298253959E-1,2.822121931E-1
3.236997083E-1,5.400828246E-2,-5.016055875E-2,1.010194212E-1,1.250515881E-1
3.336717083E-1,3.115686668E-1,-3.129663706E-2,-5.566549301E-2,3.180458469E-1
3.436437083E-1,5.833556191E-1,3.645892449E-2,-1.837627852E-1,6.127004103E-1
3.536147083E-1,1.001029871E0,1.566173789E-1,-3.604130173E-1,1.075401018E0
3.635857083E-1,1.538008482E0,2.767804380E-1,-5.230287623E-1,1.647918866E0
3.735577083E-1,1.994942804E0,4.049152254E-1,-5.781855476E-1,2.116140746E0
3.835287083E-1,2.331378875E0,5.187911390E-1,-6.204024446E-1,2.467665070E0
