"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.468958330E-3,3.398533300E-2,1.546486945E-1,-1.178851300E-1,1.974034585E-1
1.443995832E-2,-1.850376244E-1,1.693311261E-1,-1.507043821E-1,2.926153849E-1
2.441095833E-2,-2.925108733E-1,1.981312944E-1,-2.288951039E-1,4.209650692E-1
3.438195834E-2,-2.862945157E-1,2.445792732E-1,-2.992067027E-1,4.809451336E-1
4.435395834E-2,-3.001687890E-1,3.366273114E-1,-3.528432119E-1,5.726408830E-1
5.432495833E-2,-2.475126751E-1,4.231684054E-1,-3.318762660E-1,5.920100334E-1
6.429595833E-2,-9.769093025E-2,5.043772042E-1,-2.179309899E-1,5.580625398E-1
7.426695833E-2,6.734201722E-3,4.616626361E-1,-1.741376835E-1,4.934588857E-1
8.423795833E-2,4.408072258E-1,5.205770979E-1,-2.555946600E-1,7.284505168E-1
9.420895833E-2,6.096772989E-1,2.952451776E-1,-4.190073806E-1,7.965194967E-1
1.041809583E-1,5.421062536E-1,3.955827038E-1,-3.405225438E-1,7.525426689E-1
1.141519583E-1,1.174247568E0,5.047721471E-1,-3.727705228E-1,1.331394057E0
1.241229583E-1,1.462350335E0,8.292799712E-1,-4.708078641E-1,1.745804634E0
1.340939583E-1,1.356388848E0,8.575351790E-1,-4.553326231E-1,1.668078262E0
1.440649583E-1,1.140412143E0,8.712244610E-1,-5.190731210E-1,1.526109047E0
1.540359583E-1,1.082756843E0,8.986011247E-1,-5.646328712E-1,1.516132132E0
1.640079583E-1,1.061135740E0,9.230664597E-1,-5.409621727E-1,1.506884474E0
1.739789583E-1,1.064635444E0,9.629323375E-1,-5.201805836E-1,1.526851386E0
1.839499583E-1,1.094590438E0,1.043060827E0,-5.310131353E-1,1.602522719E0
1.939209583E-1,1.160475110E0,1.104952143E0,-5.248606950E-1,1.686149598E0
2.038919583E-1,1.355320269E0,1.080797148E0,-5.913815439E-1,1.831597018E0
2.138639583E-1,1.646852793E0,1.083989728E0,-6.860514736E-1,2.087540294E0
2.238349583E-1,1.938209901E0,1.143441586E0,-6.668299216E-1,2.347078701E0
