"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.638874994E-3,-3.828145044E-1,-2.659028627E-2,1.036372197E-1,3.974854229E-1
1.560987500E-2,-5.033094661E-1,-4.554308563E-2,2.159961462E-2,5.058271786E-1
2.558187500E-2,-5.097954901E-1,-3.524665050E-2,-4.405409217E-2,5.129079168E-1
3.555287499E-2,-4.459552241E-1,-1.232666150E-3,-7.074546218E-2,4.515335002E-1
4.552387500E-2,-3.688808088E-1,4.532688484E-3,-1.192188799E-1,3.876941291E-1
5.549587500E-2,-2.796799260E-1,-5.172666237E-3,-1.388269329E-1,3.122827802E-1
6.546687501E-2,-2.259581206E-1,7.540130764E-3,-1.248041403E-1,2.582440692E-1
7.543787500E-2,-1.461420920E-1,2.887779012E-2,-8.462558270E-2,1.713269596E-1
8.540987500E-2,-1.188433425E-1,1.715748489E-2,-4.577960551E-2,1.285063875E-1
9.538087501E-2,-8.380456053E-2,-1.268019877E-2,-3.013538003E-2,8.995628347E-2
1.053518750E-1,-9.229267113E-2,-2.164895050E-2,3.320399880E-2,1.004446103E-1
1.153238750E-1,-1.297176287E-1,-7.234438330E-2,6.980055213E-2,1.641112125E-1
1.252948750E-1,-8.050680399E-2,-8.557860576E-2,3.282100618E-2,1.219928756E-1
1.352658750E-1,-5.110831931E-2,-9.367999613E-2,3.699007094E-2,1.129436467E-1
1.452378750E-1,-1.547384492E-1,-1.401980319E-1,4.268175066E-2,2.131225179E-1
1.552088750E-1,-1.686695136E-1,-1.485998961E-1,-5.194666386E-3,2.248517700E-1
1.651798750E-1,-7.819262221E-2,-9.415281661E-2,-5.388267696E-2,1.337242757E-1
1.751518750E-1,-8.785602316E-2,-8.878996968E-2,-5.568771243E-2,1.367605968E-1
1.851228750E-1,-1.010702189E-1,-1.020828105E-1,-9.068154395E-2,1.698800511E-1
1.950938750E-1,-5.569809124E-2,-5.414127007E-2,-1.254718924E-1,1.475694761E-1
2.050648750E-1,-1.772232592E-2,1.774995402E-3,-1.465335631E-1,1.476120475E-1
2.150368750E-1,-6.241866164E-2,3.861735106E-2,-1.520258528E-1,1.688172060E-1
2.250078750E-1,-8.352893740E-2,9.576036237E-2,-1.419961238E-1,1.905519078E-1
2.349788750E-1,-4.307336792E-2,1.728996087E-1,-1.522223192E-1,2.343527772E-1
2.449508750E-1,-6.779817313E-2,2.455582798E-1,-1.361693734E-1,2.888556029E-1
2.549218750E-1,-1.180582807E-1,3.408988852E-1,-2.157973409E-2,3.614076542E-1
2.648928750E-1,-7.227911375E-2,2.962767360E-1,4.630059242E-2,3.084605639E-1
2.748648750E-1,3.619283963E-1,1.556386281E-1,-2.839057088E-2,3.949956596E-1
2.848358750E-1,1.010695465E0,4.206622888E-1,1.156438923E-1,1.100834045E0
