"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.691958329E-3,1.751510060E-1,-6.229521230E-2,7.062325537E-2,1.988622955E-1
1.166783333E-2,-3.135496303E-3,-1.662880889E-1,1.234084100E-1,2.071018964E-1
2.163883332E-2,-1.831752862E-1,-1.722250593E-1,1.743902832E-1,3.059846849E-1
3.160983333E-2,-1.983242525E-1,-1.413896213E-1,1.305776811E-1,2.763585804E-1
4.157983333E-2,-1.627615600E-1,-6.721389011E-2,1.045640033E-1,2.047990802E-1
5.155083333E-2,-1.766679930E-1,-2.983527169E-2,1.168396479E-1,2.139000386E-1
6.152183333E-2,-1.279889725E-1,-3.948332369E-2,1.287375623E-1,1.857780124E-1
7.149283333E-2,-3.886256866E-2,-1.666017920E-2,1.323224902E-1,1.389140102E-1
8.146383332E-2,3.956138402E-2,5.271016404E-2,1.089985317E-1,1.273740335E-1
9.143483333E-2,1.612400414E-1,1.740530451E-1,1.199486125E-1,2.658580130E-1
1.014058333E-1,2.652638351E-1,2.792561491E-1,1.666397989E-1,4.196638197E-1
1.113768333E-1,2.517503350E-1,3.718500249E-1,2.282250130E-1,5.037234646E-1
1.213478333E-1,1.264209685E-1,3.897280329E-1,2.479710603E-1,4.789152824E-1
1.313188333E-1,1.864589363E-2,4.506630367E-1,2.416917354E-1,5.117223241E-1
1.412898333E-1,-2.832055047E-2,5.298219113E-1,1.863332212E-1,5.623463173E-1
1.512608333E-1,-2.170391433E-2,6.097175351E-1,1.280967075E-1,6.234062070E-1
1.612308333E-1,1.410494596E-3,6.515681040E-1,5.852010369E-2,6.541923159E-1
1.712018333E-1,-3.592185773E-2,6.375198761E-1,2.209487379E-2,6.389132615E-1
1.811728333E-1,-1.081099011E-2,6.240727419E-1,-2.447352111E-2,6.246459941E-1
1.911438333E-1,4.028658494E-2,5.966726893E-1,-1.260133445E-2,5.981639414E-1
2.011148333E-1,2.711141936E-2,5.373474240E-1,-2.398995638E-2,5.385655031E-1
2.110858333E-1,3.113093428E-1,5.411969385E-1,-1.458506083E-1,6.411552332E-1
2.210568333E-1,3.924444301E-1,6.069469781E-1,-1.158655018E-1,7.319986881E-1
2.310278333E-1,1.230560421E-1,4.408996484E-1,-4.906398654E-3,4.577765418E-1
2.409988333E-1,-8.180978291E-2,3.741930042E-1,-5.541055441E-2,3.870188297E-1
2.509698333E-1,-7.793490618E-2,4.201774085E-1,-1.156900853E-1,4.427268910E-1
2.609408333E-1,2.382294528E-2,4.072768427E-1,-1.960489547E-1,4.526335737E-1
2.709118333E-1,-1.342358454E-1,3.787966633E-1,-1.364570564E-1,4.244133628E-1
2.808828333E-1,-1.298729454E-1,4.067156562E-1,-1.082366395E-1,4.404540579E-1
2.908528333E-1,-6.494283155E-3,4.025642793E-1,-1.879885679E-1,4.443420713E-1
3.008238333E-1,1.428197041E-1,4.233599018E-1,-2.968368262E-1,5.364169793E-1
3.107948333E-1,3.702984662E-1,3.958945066E-1,-3.670291418E-1,6.546478484E-1
3.207658333E-1,6.094802843E-1,4.197089003E-1,-3.742294031E-1,8.292583579E-1
3.307368333E-1,7.829305545E-1,5.165235887E-1,-3.538150191E-1,1.002477899E0
3.407078333E-1,9.858493298E-1,5.949220330E-1,-3.180680662E-1,1.194570392E0
3.506788333E-1,1.217107001E0,7.017484702E-1,-2.793922430E-1,1.432431637E0
