"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.339999916E-4,8.846000399E-2,1.451662648E-1,9.164048731E-2,1.931227477E-1
1.050500000E-2,7.720166534E-2,9.209788576E-2,1.813508087E-1,2.175551275E-1
2.047599999E-2,7.984478954E-2,1.234977993E-1,1.833183968E-1,2.350160238E-1
3.044700000E-2,6.999299861E-2,2.270527925E-1,1.630770904E-1,2.881772507E-1
4.041700000E-2,1.454107881E-1,2.728987639E-1,9.925823987E-2,3.247618062E-1
5.038799999E-2,2.215164294E-1,3.564729441E-1,5.456329286E-2,4.232252843E-1
6.035900000E-2,1.408619101E-1,4.105863668E-1,9.406883597E-2,4.441533386E-1
7.032999999E-2,8.183467012E-2,4.193104126E-1,9.370455444E-2,4.373770442E-1
8.030099999E-2,1.181705838E-1,4.793553970E-1,4.611640513E-2,4.958554289E-1
9.027200000E-2,1.730164068E-1,4.837356193E-1,8.594939232E-2,5.208859035E-1
1.002430000E-1,4.595546052E-4,4.268442576E-1,7.123136580E-2,4.327471997E-1
1.102130000E-1,-1.389313057E-1,4.577876497E-1,7.390003502E-2,4.840791827E-1
1.201840000E-1,-1.675091337E-1,5.737985279E-1,9.137736261E-2,6.046932138E-1
1.301550000E-1,-2.757374043E-1,6.093873867E-1,1.471451819E-2,6.690296109E-1
1.401260000E-1,-1.515952054E-1,6.299293131E-1,1.219027519E-2,6.480282776E-1
1.500970000E-1,-8.863370284E-2,6.041021615E-1,-2.079328358E-2,6.109236577E-1
1.600680000E-1,-1.430470512E-1,6.706973431E-1,6.796043336E-2,6.891414988E-1
1.700380000E-1,-2.765625926E-1,6.024083693E-1,5.725418150E-2,6.653275527E-1
1.800090000E-1,-1.189137649E-1,5.267958310E-1,-1.548810482E-2,5.402723503E-1
1.899800000E-1,6.645682186E-2,5.576345580E-1,-3.318821132E-2,5.625604562E-1
1.999510000E-1,1.916321142E-1,3.711379071E-1,-2.012459600E-1,4.636444216E-1
2.099220000E-1,5.448848870E-1,5.440774231E-1,-2.097922504E-1,7.980805540E-1
2.198930000E-1,6.327258170E-1,4.722956881E-1,-1.330206478E-1,8.006869983E-1
2.298630000E-1,5.529916861E-1,1.969903564E-1,-6.029356420E-2,5.901189026E-1
2.398340000E-1,4.818869125E-1,1.416692644E-1,1.262764692E-2,5.024386872E-1
2.498050000E-1,4.275742093E-1,1.467966878E-1,-1.273932874E-2,4.522513268E-1
2.597760000E-1,3.832637899E-1,1.440336592E-1,-7.618278801E-2,4.164620568E-1
2.697470000E-1,4.671662913E-1,2.149226705E-1,-4.240576208E-2,5.159790176E-1
2.797180000E-1,4.818165266E-1,2.627917785E-1,8.780471385E-2,5.558024397E-1
2.896890000E-1,3.591683278E-1,2.228461593E-1,1.275611025E-1,4.415134577E-1
2.996590000E-1,4.121124170E-1,2.339090914E-1,1.093926340E-1,4.863299864E-1
3.096300000E-1,4.802154128E-1,2.319345597E-1,2.758423984E-2,5.340050308E-1
3.196010000E-1,6.010110310E-1,2.825528824E-1,-1.138745248E-2,6.642138697E-1
3.295720000E-1,7.234374011E-1,2.795130611E-1,-1.374212623E-2,7.756791029E-1
3.395430000E-1,9.084947598E-1,2.272407074E-1,4.504987299E-2,9.375662956E-1
3.495140000E-1,1.275622866E0,1.174942437E-1,1.143539965E-1,1.286116414E0
3.594840000E-1,1.684516756E0,3.506312102E-2,1.703083420E-1,1.693467170E0
3.694550000E-1,2.076405335E0,5.784789316E-2,1.621485525E-1,2.083530093E0
3.794260000E-1,2.352164849E0,2.660993291E-1,1.854134542E-1,2.374419188E0
3.893970000E-1,2.452840016E0,6.307013648E-1,2.650975549E-1,2.546465210E0
3.993680000E-1,2.655236123E0,9.788254351E-1,3.492267090E-1,2.851374650E0
4.093390000E-1,3.030809801E0,1.172364838E0,3.780195683E-1,3.271566316E0
4.193100000E-1,3.299707169E0,1.219535569E0,3.446056545E-1,3.534697648E0
4.292800000E-1,3.390019169E0,1.258538032E0,9.143115699E-2,3.617251388E0
4.392553750E-1,3.370970694E0,1.424642957E0,-3.071255869E-1,3.672516454E0
4.492263750E-1,3.326720136E0,1.716151070E0,-7.405352443E-1,3.815839856E0
4.591973750E-1,3.282701419E0,1.983028809E0,-1.170986211E0,4.009955183E0
4.691683750E-1,3.224161143E0,2.271894565E0,-1.567795222E0,4.244372963E0
4.791393750E-1,3.131041310E0,2.556102136E0,-1.996570376E0,4.508144971E0
4.891093750E-1,2.911890591E0,2.626507583E0,-2.328476463E0,4.560641571E0
4.990803750E-1,2.696206686E0,2.664090854E0,-2.606424444E0,4.600039016E0
5.090513750E-1,2.530658562E0,2.591177537E0,-2.516566772E0,4.410390244E0
5.190223750E-1,2.074014409E0,2.163830565E0,-2.354353901E0,3.811388299E0
5.289933750E-1,1.437047971E0,1.715471477E0,-2.357796156E0,3.250715610E0
5.389643750E-1,9.507020089E-1,1.285830935E0,-2.295733809E0,2.797782913E0
5.489353750E-1,4.185252777E-1,9.183275838E-1,-2.142024543E0,2.367859393E0
5.589053750E-1,-3.765530866E-1,5.299056727E-1,-2.301306206E0,2.391359969E0
5.688763750E-1,-1.004541709E0,1.181340753E-1,-2.690995647E0,2.874807346E0
5.788473750E-1,-1.398326540E0,-2.001063377E-1,-2.946518387E0,3.267618439E0
5.888183750E-1,-1.939330813E0,-5.130146746E-1,-3.131569898E0,3.718994230E0
5.987893750E-1,-2.656641501E0,-6.027824450E-1,-3.066364088E0,4.101667888E0
6.087603750E-1,-3.270212644E0,-7.197289507E-1,-2.673618307E0,4.284919527E0
6.187303750E-1,-3.661132924E0,-6.760433793E-1,-2.591302375E0,4.536053013E0
6.287013750E-1,-3.696314451E0,-5.389836212E-1,-2.963812112E0,4.768377722E0
6.386723750E-1,-3.609078087E0,-5.559162806E-1,-3.573940998E0,5.109553973E0
6.486433750E-1,-3.648395349E0,-6.914488922E-1,-3.966181287E0,5.433183616E0
6.586143750E-1,-3.638343401E0,-7.828772718E-1,-4.410730768E0,5.771047169E0
6.685853750E-1,-3.416243346E0,-8.136504368E-1,-4.520833839E0,5.724568476E0
6.785563750E-1,-3.557385777E0,-7.913969573E-1,-4.313650323E0,5.647024156E0
6.885263750E-1,-3.883815361E0,-9.024253500E-1,-4.573846157E0,6.067821845E0
6.984973750E-1,-4.008858653E0,-1.346808769E0,-4.997709943E0,6.546903561E0
7.084683750E-1,-3.787836825E0,-1.515047197E0,-5.311292025E0,6.697230681E0
7.184393750E-1,-3.116285276E0,-1.475161877E0,-5.423909984E0,6.426984985E0
7.284103750E-1,-2.254976962E0,-1.283912025E0,-5.566428849E0,6.141537374E0
7.383813750E-1,-1.659777187E0,-1.292232320E0,-5.737944056E0,6.111360460E0
7.483513750E-1,-1.570304847E0,-1.593025665E0,-5.968916091E0,6.374287990E0
7.583223750E-1,-1.626977815E0,-1.786123530E0,-6.101169584E0,6.562131084E0
7.682933750E-1,-1.888903840E0,-1.980049653E0,-6.267950885E0,6.839280857E0
7.782643750E-1,-2.058184242E0,-2.305563271E0,-6.506400340E0,7.203123611E0
7.882353750E-1,-1.995875727E0,-2.316650177E0,-6.435955424E0,7.125441052E0
7.982063750E-1,-1.623626776E0,-1.922862130E0,-6.118317128E0,6.615690981E0
8.081773750E-1,-1.103130443E0,-1.472306682E0,-5.895082129E0,6.175481928E0
8.181473750E-1,-8.243012863E-1,-1.375406624E0,-5.711984757E0,5.932789046E0
8.281183750E-1,-4.747272527E-1,-1.353614051E0,-5.451277292E0,5.636848506E0
8.380893750E-1,2.689339131E-1,-1.198892924E0,-5.249687515E0,5.391557169E0
8.480603750E-1,8.953274149E-1,-1.104748659E0,-5.375380433E0,5.560287364E0
8.580313750E-1,1.285414467E0,-1.413367625E0,-5.325535258E0,5.657846249E0
8.680023750E-1,1.292808856E0,-1.721793048E0,-5.210755584E0,5.638075895E0
8.779723750E-1,1.391333270E0,-1.803196815E0,-5.208509084E0,5.684707020E0
8.879433750E-1,1.439682727E0,-1.902091066E0,-4.968477373E0,5.511479310E0
8.979143750E-1,1.249768086E0,-1.997637493E0,-4.312242022E0,4.914052002E0
9.078853750E-1,1.212883265E0,-2.056673029E0,-3.874427949E0,4.551063798E0
9.178563750E-1,1.819778641E0,-2.020735749E0,-3.730037098E0,4.616074525E0
9.278273750E-1,2.547871011E0,-2.063620690E0,-3.516581859E0,4.807964748E0
9.377973750E-1,2.767510557E0,-2.302728249E0,-3.296411971E0,4.881393649E0
9.477683750E-1,2.346768308E0,-2.598770438E0,-3.167472972E0,4.721632589E0
9.577393750E-1,1.847871004E0,-2.720615303E0,-2.838677311E0,4.344475084E0
9.677103750E-1,1.715493550E0,-2.940466518E0,-2.569891040E0,4.265395811E0
9.776813750E-1,1.953962885E0,-3.105788647E0,-2.120660279E0,4.238053102E0
9.876523750E-1,2.218288023E0,-2.935384996E0,-1.642010129E0,4.029079807E0
9.976233750E-1,2.420219861E0,-3.132243205E0,-1.311688930E0,4.170004739E0
1.007593375E0,2.579202147E0,-3.785845263E0,-1.333247030E0,4.771001542E0
1.017564375E0,2.781377814E0,-4.077423981E0,-1.003355893E0,5.036682629E0
1.027535375E0,3.236475379E0,-4.369932698E0,-8.599160922E-1,5.505500917E0
1.037506375E0,3.653129255E0,-4.437422138E0,-6.529536018E-1,5.784670863E0
1.047477375E0,3.541035792E0,-4.449919977E0,-1.931730017E-1,5.690170304E0
1.057448375E0,3.127211968E0,-4.483268694E0,4.141413277E-1,5.481848768E0
1.067418375E0,2.382994148E0,-4.637059236E0,9.812943488E-1,5.305084172E0
1.077389375E0,1.966481774E0,-4.647683335E0,1.296727075E0,5.210519365E0
1.087360375E0,1.980408672E0,-4.555316623E0,1.434859359E0,5.170275566E0
1.097331375E0,1.858368511E0,-4.605314410E0,1.770326985E0,5.272239749E0
1.107302375E0,1.707465908E0,-4.861204647E0,2.131105453E0,5.575693759E0
1.117273375E0,1.683264867E0,-5.087043704E0,2.399738819E0,5.871127716E0
1.127243375E0,1.823505657E0,-5.421547709E0,2.664123014E0,6.309984459E0
1.137214375E0,2.107327750E0,-5.672710179E0,2.862079330E0,6.694174267E0
1.147185375E0,2.326827548E0,-5.916729106E0,2.746974551E0,6.925870266E0
1.157156375E0,2.843605637E0,-6.132480254E0,2.287934793E0,7.136389332E0
1.167127375E0,3.061709704E0,-6.523970053E0,1.692197658E0,7.402687653E0
1.177098375E0,2.632299542E0,-6.838678894E0,1.320726972E0,7.445861242E0
1.187068375E0,2.326459174E0,-6.839772908E0,1.175728887E0,7.319647815E0
1.197039375E0,2.400822308E0,-6.538094587E0,1.271353667E0,7.080040165E0
1.207010375E0,2.354057447E0,-6.432410842E0,1.061887692E0,6.931457363E0
1.216981375E0,2.019408431E0,-6.854748212E0,5.596925586E-1,7.167903405E0
1.226952375E0,1.405926751E0,-7.414899777E0,-3.144381148E-1,7.553558106E0
1.236922375E0,7.914399344E-1,-7.844425129E0,-1.320115938E0,7.994003307E0
1.246893375E0,4.439024860E-1,-7.815087894E0,-1.995531326E0,8.078043914E0
1.256864375E0,7.411451089E-1,-7.378048285E0,-2.410914602E0,7.797268867E0
1.266835375E0,1.249351180E0,-7.209606959E0,-2.583156618E0,7.759639746E0
1.276806375E0,1.569992605E0,-7.255878316E0,-2.513396997E0,7.837717230E0
