"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.548083333E-3,-1.882823174E-1,-2.381218641E-1,2.056050593E-1,3.666410964E-1
1.751908334E-2,-3.969869126E-1,-2.679888569E-1,2.495860612E-1,5.401016924E-1
2.749008333E-2,-2.644063409E-1,-2.256165701E-1,1.742517042E-1,3.888151312E-1
3.746108334E-2,-1.572182534E-1,-1.092832911E-1,1.233382434E-1,2.277558763E-1
4.743108334E-2,-1.459692337E-1,-9.156798184E-2,5.587365389E-2,1.811451840E-1
5.740208333E-2,-9.104575239E-2,-6.334712639E-2,7.905435562E-2,1.362049140E-1
6.737308334E-2,-1.555916311E-1,-1.793531075E-2,7.262943506E-2,1.726425958E-1
7.734408333E-2,-1.673799833E-1,1.698046044E-2,4.299925447E-2,1.736471443E-1
8.731508334E-2,-1.641649649E-1,1.033720484E-1,5.317633331E-2,2.011557568E-1
9.728508334E-2,-1.770093242E-1,1.544634108E-1,4.349451363E-2,2.389205283E-1
1.072560833E-1,-2.581423650E-1,1.901008746E-1,2.790115893E-2,3.217985360E-1
1.172270833E-1,-3.072898205E-1,1.672408926E-1,3.639423966E-2,3.517400896E-1
1.271980833E-1,-3.644288850E-1,1.689136349E-1,7.038527369E-2,4.077919997E-1
1.371690833E-1,-3.958268251E-1,2.064227924E-1,6.095488429E-2,4.505604760E-1
1.471400833E-1,-3.649626627E-1,2.419718170E-1,5.560526669E-2,4.414068997E-1
1.571100833E-1,-3.760583391E-1,2.403180782E-1,5.639288664E-2,4.498364267E-1
1.670810833E-1,-6.253141788E-1,3.459310721E-1,-4.848511219E-2,7.162659667E-1
1.770520833E-1,-1.795748632E-1,1.656386094E-1,-9.340400755E-2,2.615484449E-1
1.870230833E-1,-1.611806922E-1,3.370703477E-1,-9.022604585E-2,3.843648971E-1
1.969942083E-1,-1.448054916E-1,1.259746067E-1,-1.140323997E-1,2.232523687E-1
2.069652083E-1,1.358181019E-1,2.782881425E-1,8.835552156E-2,3.220210323E-1
2.169352083E-1,2.526278559E-1,1.140347385E-1,1.253292203E-1,3.041910068E-1
2.269062083E-1,3.124932577E-1,3.814840436E-2,1.104223287E-1,3.336171872E-1
2.368772083E-1,3.573525115E-1,1.252801037E-1,8.799533308E-2,3.887661257E-1
2.468482083E-1,3.932050797E-1,1.397529857E-1,-7.168744862E-2,4.234149525E-1
2.568192083E-1,3.635914906E-1,1.212271062E-1,-1.002230304E-1,3.961558268E-1
2.667892083E-1,1.863857000E-1,1.620339471E-1,-3.179598927E-2,2.490092651E-1
2.767602083E-1,-2.101650104E-2,1.129920338E-1,8.059217334E-3,1.152121695E-1
2.867312083E-1,-2.342398976E-1,2.831411853E-2,8.846427977E-2,2.519840228E-1
2.967022083E-1,-3.861933180E-1,3.816360712E-2,1.239416760E-1,4.073859090E-1
3.066732083E-1,-4.978882201E-1,6.244124651E-2,2.105477107E-1,5.441708624E-1
3.166442083E-1,-5.689818840E-1,6.207301810E-2,2.546263611E-1,6.264407615E-1
3.266142083E-1,-4.947277270E-1,1.539579190E-1,2.274754000E-1,5.658653747E-1
3.365852083E-1,-3.126061821E-1,2.528961700E-1,1.999478781E-1,4.490637503E-1
3.465562083E-1,-1.199649116E-1,2.515102337E-1,1.125670874E-1,3.005334039E-1
3.565272083E-1,1.610918145E-1,2.561882986E-1,-2.372098446E-2,3.035551056E-1
3.664982083E-1,4.843946736E-1,3.268119925E-1,-1.639477408E-1,6.068963173E-1
3.764692083E-1,7.830070069E-1,5.382497956E-1,-2.878116488E-1,9.927982476E-1
3.864392083E-1,1.098437102E0,7.698612235E-1,-4.082198524E-1,1.402103355E0
3.964102083E-1,1.316953763E0,9.351109931E-1,-4.973781967E-1,1.690025105E0
4.063812083E-1,1.494590128E0,1.209690247E0,-6.312689102E-1,2.023771376E0
4.163522083E-1,1.656556102E0,1.518045795E0,-8.441110682E-1,2.400242623E0
4.263232083E-1,1.815164604E0,1.849061059E0,-1.138417804E0,2.830166856E0
4.362932083E-1,2.096108259E0,2.238495562E0,-1.554992158E0,3.438391023E0
4.462642083E-1,2.475398866E0,2.502869670E0,-1.871477383E0,3.986776107E0
4.562352083E-1,2.546780213E0,2.604772021E0,-2.000788558E0,4.156210002E0
4.662062083E-1,2.391494391E0,2.800590595E0,-1.861120795E0,4.126296610E0
4.761772083E-1,2.231820234E0,3.026733999E0,-1.801344709E0,4.169770140E0
4.861482083E-1,2.205012066E0,3.054010968E0,-2.014260542E0,4.271569587E0
4.961182083E-1,2.313978584E0,3.016793733E0,-2.330027729E0,4.459211873E0
5.060892083E-1,2.130932814E0,2.771852700E0,-2.424853780E0,4.254874604E0
5.160602083E-1,1.672111888E0,2.714340948E0,-2.406212856E0,3.994178922E0
5.260312083E-1,1.024674549E0,2.573620102E0,-2.313275456E0,3.608977930E0
5.360022083E-1,3.230203655E-1,2.128123665E0,-2.105915648E0,3.011334124E0
5.459722083E-1,-4.176441023E-1,1.787081304E0,-1.916465861E0,2.653474624E0
5.559432083E-1,-1.151202741E0,1.447387018E0,-1.812442725E0,2.589429582E0
5.659142083E-1,-1.851903244E0,8.175091606E-1,-1.739788147E0,2.669218921E0
5.758852083E-1,-2.633509331E0,2.204303822E-1,-1.802763244E0,3.199049275E0
5.858562083E-1,-3.525978042E0,-9.828497082E-2,-1.870838867E0,3.992770862E0
5.958272083E-1,-4.399502944E0,-4.428029171E-1,-1.846958254E0,4.791967798E0
6.057972083E-1,-5.391789474E0,-8.007946023E-1,-1.751589582E0,5.725445990E0
6.157682083E-1,-6.248120053E0,-9.612082860E-1,-1.780430388E0,6.567561034E0
6.257392083E-1,-6.768822209E0,-1.086131417E0,-1.780769527E0,7.082921407E0
