"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.914708334E-3,5.120881833E-2,3.884919316E-2,4.303726137E-2,7.735508225E-2
1.888570833E-2,-7.263115268E-2,4.966040254E-3,6.833582461E-2,9.984853940E-2
2.885770833E-2,-9.365953088E-2,9.464149766E-2,7.611963809E-2,1.533731401E-1
3.882870833E-2,-2.165676019E-1,1.435278019E-1,1.631373167E-4,2.598110520E-1
4.880070833E-2,-3.032530125E-1,1.030350295E-1,-6.478539526E-2,3.267655954E-1
5.877170833E-2,-4.860801335E-2,1.383990629E-1,-2.107739979E-1,2.567931420E-1
6.874370833E-2,7.025630604E-2,3.442679778E-1,-1.068917799E-1,3.672631777E-1
7.871570833E-2,-1.328200517E-1,1.942021848E-1,-9.145746946E-2,2.524284521E-1
8.868670833E-2,-8.731734842E-2,2.829637223E-1,-7.550801933E-2,3.056047259E-1
9.865870833E-2,2.051206905E-2,3.846141312E-1,-9.805839121E-2,3.974471323E-1
1.086297083E-1,1.552866988E-2,3.477309912E-1,-2.023475754E-1,4.026195762E-1
1.186017083E-1,-1.169497217E-1,3.166907546E-1,-1.684208608E-1,3.772742475E-1
1.285727083E-1,-3.001006689E-1,3.349971443E-1,-9.889922082E-2,4.605046732E-1
1.385447083E-1,-4.733399643E-1,2.964770763E-1,-7.426899433E-2,5.634405577E-1
1.485157083E-1,-5.099731358E-1,2.999728341E-1,-6.047541261E-2,5.947382416E-1
1.584877083E-1,-5.509176421E-1,2.676277182E-1,8.676683307E-3,6.125439811E-1
1.684587083E-1,-5.991850552E-1,2.356962928E-1,8.175576925E-2,6.490450513E-1
1.784307083E-1,-5.296314748E-1,1.004385734E-1,8.699428976E-2,5.460452477E-1
1.884027083E-1,-3.609738018E-1,5.329181582E-2,3.088148475E-2,3.661908919E-1
1.983737083E-1,-1.796652026E-1,4.315193988E-2,-2.082895160E-2,1.859449386E-1
2.083457083E-1,-5.831285644E-2,-2.406531237E-2,-6.468423843E-2,9.035252729E-2
2.183167083E-1,-1.123615578E-3,-6.723508626E-2,-1.235949361E-1,1.407036871E-1
2.282887083E-1,5.368577197E-2,-5.012752198E-2,-5.238462031E-2,9.021684442E-2
2.382597083E-1,-3.194198694E-2,-7.430809759E-2,1.488525689E-2,8.224083395E-2
2.482317083E-1,-9.747597199E-2,-1.293351477E-1,1.052387720E-1,1.931433268E-1
2.582027083E-1,-1.866613231E-1,-1.407441618E-1,2.741864669E-1,3.603187301E-1
