"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
-1.074916669E-3,1.665057880E-1,-1.820210458E-1,1.278160411E-1,2.778358849E-1
8.896083338E-3,2.345784148E-3,-2.846720595E-1,2.235162503E-1,3.619436397E-1
1.886708333E-2,-1.235696469E-1,-3.208471747E-1,2.458537835E-1,4.226777142E-1
2.883808334E-2,-1.486589986E-1,-3.152368444E-1,1.501781327E-1,3.795092061E-1
3.880808334E-2,-9.499971271E-2,-1.949592530E-1,2.464425981E-2,2.182690892E-1
4.877908333E-2,-9.048122199E-2,-1.586087944E-1,-8.221243680E-2,2.002560510E-1
5.875008334E-2,-1.583695702E-1,-1.462112354E-1,-7.184883177E-2,2.272023343E-1
6.872108334E-2,-1.090847507E-1,-1.111199746E-1,-9.536808729E-2,1.825984767E-1
7.869208333E-2,3.839593801E-2,-4.448400870E-2,-1.002844262E-1,1.162327029E-1
8.866308334E-2,9.420191495E-2,-3.458737694E-2,-8.412739992E-2,1.309492529E-1
9.863408333E-2,7.286341505E-2,-4.651993610E-2,-5.383823812E-2,1.018417281E-1
1.086050833E-1,1.240723522E-1,-3.364568286E-2,-1.081085855E-1,1.679685887E-1
1.185750833E-1,2.600940011E-1,2.096526481E-2,-1.009656268E-1,2.797900812E-1
1.285460833E-1,3.371557536E-1,7.963505723E-2,-1.142803216E-1,3.647954720E-1
1.385170833E-1,4.201610728E-1,7.847168058E-2,-1.172027600E-1,4.432038117E-1
1.484880833E-1,3.893192395E-1,8.936314300E-2,-7.652952790E-2,4.067087535E-1
1.584590833E-1,4.025134816E-1,1.398154778E-1,-1.042418218E-1,4.386705234E-1
1.684300833E-1,4.413133389E-1,1.861899644E-1,-1.054007399E-1,4.904421290E-1
1.784010833E-1,3.714906039E-1,2.092245588E-1,-8.563832045E-2,4.348725178E-1
1.883720833E-1,2.743257768E-1,2.112085191E-1,-7.109512568E-2,3.534376710E-1
1.983430833E-1,2.798546116E-1,2.866736345E-1,-7.776212096E-2,4.081020997E-1
2.083130833E-1,3.624676558E-1,3.731997085E-1,-4.378395081E-2,5.220898948E-1
2.182840833E-1,3.572477733E-1,3.581083372E-1,6.793236673E-2,5.103747242E-1
2.282550833E-1,4.547623003E-1,3.420201619E-1,2.183590060E-1,6.094810879E-1
2.382260833E-1,5.097761942E-1,3.285072465E-1,3.721109569E-1,7.115162285E-1
