"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.462416674E-3,-5.501495373E-2,1.361264694E-1,6.549466252E-3,1.469692360E-1
1.743341668E-2,-2.854047887E-2,9.655982293E-2,7.955136895E-2,1.283229467E-1
2.740541668E-2,5.224523731E-3,4.820671163E-2,1.554745406E-1,1.628604171E-1
3.737641667E-2,-5.016987775E-2,-1.437135972E-2,1.879248333E-1,1.950366519E-1
4.734841667E-2,-1.378505941E-1,-5.451885402E-2,2.002800000E-1,2.491729723E-1
5.731941668E-2,-1.810165307E-1,-1.264456730E-1,1.755702513E-1,2.820999925E-1
6.729141668E-2,-1.995777859E-1,-1.770452115E-1,1.292205423E-1,2.964359089E-1
7.726241667E-2,-1.036991271E-1,-1.501249961E-1,1.179576355E-1,2.172671793E-1
8.723441667E-2,3.326857399E-2,-1.141350183E-1,9.448925078E-2,1.518611831E-1
9.720541668E-2,7.628865916E-2,-1.170250046E-1,7.991214216E-2,1.609371358E-1
1.071774167E-1,3.267219454E-2,-1.103357168E-1,4.384885490E-2,1.231428633E-1
1.171484167E-1,8.341020238E-2,-3.043753490E-2,6.273477674E-3,8.901158303E-2
1.271204167E-1,1.800488531E-1,-1.482985452E-2,-2.917585194E-2,1.829993017E-1
1.370914167E-1,2.614838295E-1,-2.857066512E-2,2.353445828E-2,2.640907925E-1
1.470634167E-1,2.973876339E-1,-6.600753643E-2,2.168790758E-2,3.053960789E-1
1.570344167E-1,2.945576546E-1,-1.247931768E-1,1.404150367E-2,3.202104194E-1
1.670064167E-1,2.134207766E-1,-1.787464589E-1,-7.111968398E-3,2.784767576E-1
1.769774167E-1,1.813752940E-1,-1.829086532E-1,-2.109383047E-2,2.584521665E-1
1.869494167E-1,1.800657004E-1,-1.542243328E-1,-5.147362411E-2,2.426073685E-1
1.969204167E-1,1.377075566E-1,-1.155929484E-1,-7.045777917E-2,1.931046336E-1
2.068924167E-1,5.283087250E-2,-8.665208146E-2,-5.006912291E-2,1.131662555E-1
2.168634167E-1,-1.012813399E-1,-1.174171335E-1,6.352999806E-3,1.551936006E-1
2.268354167E-1,-2.037289436E-1,-1.581329041E-1,1.917068124E-2,2.586097694E-1
2.368064167E-1,-1.307674963E-1,-1.202785416E-1,4.816994727E-2,1.840853321E-1
2.467784167E-1,-8.886898018E-2,-9.661946453E-2,1.310641694E-1,1.855015716E-1
2.567494167E-1,-8.151055165E-2,-1.263010275E-1,1.693435514E-1,2.264357701E-1
2.667214167E-1,1.468718246E-2,-1.040414084E-1,1.501991826E-1,1.833033618E-1
2.766924167E-1,8.938982092E-2,-3.034003258E-2,1.079074413E-1,1.433704068E-1
2.866644167E-1,1.268513967E-1,-5.265344605E-3,2.131543994E-2,1.287375185E-1
2.966354167E-1,1.132623579E-1,6.673931547E-2,-1.209145725E-2,1.320178067E-1
3.066074167E-1,3.984910358E-2,1.720665266E-1,-6.475265086E-2,1.881163109E-1
3.165784167E-1,-3.666898571E-3,2.757873615E-1,-1.740745336E-1,3.261503612E-1
3.265504167E-1,-8.306335285E-2,3.738179053E-1,-2.567500699E-1,4.610422381E-1
3.365214167E-1,-1.348651519E-1,2.672012369E-1,-3.046908063E-1,4.271084144E-1
3.464924167E-1,6.039826591E-2,4.428503526E-1,-3.436098737E-1,5.637660247E-1
3.564644167E-1,5.282425053E-1,5.200449282E-1,-3.474725443E-1,8.186721204E-1
3.664354167E-1,6.251340115E-1,7.475667404E-1,-3.569760239E-1,1.037824863E0
3.764074167E-1,6.866144874E-1,8.868130649E-1,-4.164422071E-1,1.196369917E0
3.863784167E-1,7.750864416E-1,1.008103175E0,-5.653304440E-1,1.391628368E0
3.963504167E-1,6.772628892E-1,1.106535057E0,-5.764612037E-1,1.419652201E0
4.063214167E-1,5.421134895E-1,1.101964435E0,-5.974743426E-1,1.365718946E0
4.162934167E-1,4.063374875E-1,1.162821086E0,-5.574612612E-1,1.352045150E0
4.262644167E-1,3.449024738E-1,1.272832721E0,-6.200866950E-1,1.457246843E0
4.362364167E-1,3.264166477E-1,1.327727258E0,-7.219463611E-1,1.546161068E0
4.462074167E-1,2.654966274E-1,1.368090588E0,-9.626610267E-1,1.693775832E0
4.561794167E-1,9.880924679E-2,1.252373605E0,-8.004347062E-1,1.489596802E0
4.661504167E-1,-4.334068070E-1,1.216837591E0,-6.970354682E-1,1.467785279E0
4.761224167E-1,-7.520728241E-1,1.038925091E0,-7.034323221E-1,1.462804125E0
4.860934167E-1,-1.075396879E0,7.278995575E-1,-6.786284333E-1,1.465214238E0
4.960654167E-1,-1.519086746E0,5.279163037E-1,-6.301766503E-1,1.727264536E0
5.060364167E-1,-1.906800705E0,4.596695030E-1,-6.071403748E-1,2.053242416E0
5.160084167E-1,-2.019728858E0,2.936132562E-1,-6.281312943E-1,2.135430244E0
5.259794167E-1,-1.930835685E0,2.786046231E-1,-7.204570752E-1,2.079616642E0
5.359514167E-1,-1.757317222E0,3.226239243E-1,-8.373195273E-1,1.973158383E0
5.459224167E-1,-1.543457795E0,2.552525979E-1,-9.238437009E-1,1.816838748E0
5.558944167E-1,-1.413132129E0,1.510952684E-1,-9.083947724E-1,1.686698923E0
5.658654167E-1,-1.260631189E0,3.271878223E-1,-7.564168668E-1,1.506123947E0
5.758374167E-1,-9.466487190E-1,3.549743758E-1,-6.264695156E-1,1.189375743E0
5.858084167E-1,-7.269650263E-1,2.013745987E-1,-5.628465468E-1,9.411833581E-1
5.957804167E-1,-5.511958234E-1,4.100359976E-2,-5.724225318E-1,7.957170891E-1
6.057514167E-1,-3.315691410E-1,-1.748523594E-1,-5.705017215E-1,6.826299562E-1
6.157234167E-1,-2.552552292E-1,-4.688790138E-1,-4.458659810E-1,6.955567803E-1
6.256944167E-1,-1.277575690E-1,-6.004273327E-1,-2.979150528E-1,6.823403527E-1
6.356664167E-1,-3.275902569E-4,-8.172996841E-1,-3.077103084E-1,8.733066557E-1
6.456374167E-1,4.732385516E-2,-9.646259835E-1,-2.978185737E-1,1.010662524E0
6.556094167E-1,1.878958896E-2,-9.310775837E-1,-2.001689029E-1,9.525366687E-1
6.655804167E-1,4.008427128E-2,-8.221734846E-1,-9.528739572E-2,8.286468942E-1
6.755524167E-1,1.104208669E-1,-6.938870350E-1,-1.126542109E-1,7.115918468E-1
6.855234167E-1,2.995680606E-1,-4.875458112E-1,-2.050185835E-1,6.078441911E-1
6.954952917E-1,6.745581865E-1,-2.237907770E-1,-4.507776421E-1,8.416124652E-1
7.054662917E-1,1.033448589E0,6.133641511E-2,-6.529392761E-1,1.223972156E0
7.154382917E-1,1.157327992E0,1.882832676E-1,-8.046879709E-1,1.422104567E0
7.254092917E-1,1.191263478E0,3.471910009E-1,-9.376250035E-1,1.555246254E0
7.353812917E-1,1.451065648E0,7.317676368E-1,-9.645870996E-1,1.889842232E0
7.453522917E-1,1.861626433E0,9.875055537E-1,-8.451179588E-1,2.270472321E0
7.553242917E-1,1.998592343E0,1.079670244E0,-1.011543165E0,2.486619948E0
7.652952917E-1,2.226561248E0,1.265642107E0,-1.241728749E0,2.846280946E0
7.752672917E-1,2.654720398E0,1.355587779E0,-1.570271518E0,3.369111346E0
7.852382917E-1,3.036994401E0,1.527975391E0,-1.740841230E0,3.819498917E0
7.952102917E-1,3.028990147E0,1.656035261E0,-1.738291259E0,3.865086105E0
8.051812917E-1,2.888958103E0,2.054087098E0,-1.530282995E0,3.860973811E0
8.151532917E-1,2.937297912E0,2.273002174E0,-1.587588632E0,4.039145401E0
8.251242917E-1,3.059053022E0,2.484666995E0,-1.411642404E0,4.186180807E0
8.350962917E-1,2.735902848E0,2.634595159E0,-9.545100081E-1,3.916292303E0
8.450672917E-1,2.405298936E0,2.630961699E0,-5.169102359E-1,3.602029793E0
8.550392917E-1,2.326555068E0,2.450463415E0,-5.131446290E-1,3.417740020E0
8.650102917E-1,2.730600008E0,2.481650709E0,-2.451117718E-1,3.697951653E0
8.749822917E-1,2.801781673E0,2.371310826E0,-2.431471074E-1,3.678616057E0
8.849532917E-1,2.633478926E0,2.044204426E0,-9.395276874E-2,3.335087722E0
8.949252917E-1,1.982150558E0,1.732635832E0,1.563829055E-1,2.637309874E0
9.048962917E-1,1.276191654E0,1.525380397E0,1.554479358E-1,1.994897128E0
9.148682917E-1,5.899542385E-1,9.760423797E-1,1.033635700E-1,1.145158835E0
9.248392917E-1,3.518901157E-1,6.234052822E-1,1.842346555E-1,7.391909143E-1
9.348112917E-1,-2.071493089E-1,3.059292465E-1,8.028351344E-2,3.780859461E-1
